id,requirement
QuRE-273,"Depending on the acutal SOC of the vehicle's battery, the PNM sends a signal, which shows the communication unit if flashing is possible for a certain time during the parkcycle."
QuRE-274,"LIN-Master is the ECU that houses the PNM, the IBS works as LIN-Slave with the possibility to wake up the Master-ECU in certain cases."
QuRE-275,This area will either be a separate display panel or a certain area within a larger display.
QuRE-276,The different functionalities are only available in certain speed ranges.
QuRE-277,SVS is only operational in a certain speed interval.
QuRE-278,The counter shall be resettable under certain conditions.
QuRE-279,If the Control pilot signal changes the state from `` charging allowed '' to `` not allowed '' the OBC shall fall asleep after a number of changes in a certain time.
QuRE-280,"For the case a vehicle starts hurtling on the street before the restraint system gets activated and therefore an OEM eCall gets triggered, a memory always contains the direction of travel from a certain timeframe in the past."
QuRE-281,"Remark: After the system has established the ability of providing a stable output signal state, the system may fade in the actual output signal within in a certain time interval."
QuRE-282,The system prevents the transmitted signal from being distorted and limits the output level to a certain value.
QuRE-283,The system uses this signal to deactivate InCarCom if the sound volume signal exceeds a certain threshold.
QuRE-284,This feature describes the assignment of `` Active Comfort '' to a certain favourite key.
QuRE-285,The system provides the ability to start an Active Comfort program (`` Program Recommendation '') when the attention assist issues a certain level or a drowsiness warning.
QuRE-286,This interface shall be closely discussed with daimler MetaCore responsible and should be agreed by MetaCore responsible from OEM.
QuRE-287,Therefore the operating conditions of the Calendar Life Test have to be adapted closely to the parking situation
QuRE-288,By viewing the area behind the vehicle closely and without constraints on a display the driver shall be able to park in more easily.
QuRE-289,Therefore the system will provide a view that shows these dangered parts closely.
QuRE-290,The system will give him a close look onto the hitch and show dynamic guiding lines to support the driver to closely drive to the trailer without additionally help by passing pedestrians.
QuRE-291,This includes the operation of portable electronic devises inside or in close vicinity of the vehicle.
QuRE-292,Set the test level Ucal1 between DUT port A and DUT port B with the closed loop method.
QuRE-293,With the closed relay the voltage difference has to be lower than a certain level.
QuRE-294,"The deselection is possible if, for example, a child or a dog stays behind in the closed vehicle or the vehicle is to be transported."
QuRE-295,The proof of concept includes the close collaboration with the mirror supplier and the demonstration of the specified performance values in a prototype hardware and measurements on vehicle level.
QuRE-296,"The proof of concept includes the close collaboration with the supplier which component is regarded by the antenna, a complete set of simulation (see chapter simulation), the demonstration of the specified performance values in prototype hardware and measurements on vehicle level."
QuRE-297,"In order to reduce the coupling of EMC distortions from electronic control units located directly on the glass (e.g. cameras, rain light sensor) or in the close vicinity of the glass (e.g. displays, wiring harness), the antenna design needs to be optimized for minimum interference coupling."
